# Ensemble Stars
30,Sega, Sonic Forces, analytics.hardlightgames.com, 3.83.28.231, 3.93.210.158, 54.208.11.242
30,Sega, Sonic Forces, sfsb.hardlightcdn.com, 18.65.168.46, 18.65.168.64

# Modern Warships
30,Cube Software, Modern Warships, f7659.playfabapi.com, 34.215.62.206, 44.231.46.80, 54.148.64.184
30,Cube Software, Modern Warships, mwapi.artstorm.com, 52.42.192.27, 52.42.244.238, 54.202.82.150

# Mario Kart Tour
30,Nintendo, Mario Kart Tour, *.mariokarttour.com, NULL
30,Nintendo, Mario Kart Tour, a6913b7b80402974409b47079c29d775.baas.nintendo.com, 172.217.160.81, 172.217.175.17
30,Nintendo, Mario Kart Tour, api.mariokarttour.com, 13.33.174.73, 13.33.174.77, 13.33.174.111, 13.33.174.98, 13.249.167.20, 18.65.185.3, 18.65.185.32, 18.65.185.66, 18.65.185.123, 99.84.50.5
30,Nintendo, Mario Kart Tour, download-cdn-mariokarttour.akamaized.net, 184.27.185.73, 184.27.185.90

# Super Mario Run
30,Nintendo, Super Mario Run, *.supermariorun.com, NULL
30,Nintendo, Super Mario Run, 1d73367a8bc4b849f5286dc68416acfd.baas.nintendo.com, 142.251.43.17
30,Nintendo, Super Mario Run, api.supermariorun.com, 34.197.225.115, 67.202.8.153, 107.22.15.96
30,Nintendo, Super Mario Run, download-cdn-supermariorun.akamaized.net, 23.44.51.24, 23.44.51.33
30,Nintendo, Super Mario Run, support.supermariorun.com, 3.214.179.148

# Mech Arena
30,Plarium, Mech Arena, arnint1s07.plrm.zone, 104.20.46.206
30,Plarium, Mech Arena, cdnl.x-plarium.com, 152.195.37.98

# Massive Warfare
30,TinyBytes, Massive Warfare, b009.playfabapi.com, 34.215.213.155, 52.27.210.49, 100.21.77.114
30,TinyBytes, Massive Warfare, www.tinybytes.space, 52.26.181.244, 54.203.120.146
30,TinyBytes, Massive Warfare, cdn.tinybytes.games, 104.26.4.215

# Boom Beach
30,Supercell, Boom Beach, *.boombeach.com, NULL
30,Supercell, Boom Beach, inbox.boombeach.com, 13.227.62.106, 18.65.168.107, 99.84.140.87, 99.84.140.90, 99.84.140.103
30,Supercell, Boom Beach, game-assets.boombeach.com, 18.65.185.75

# Clash of Clan
30,Supercell, Clash of Clan, *.clashofclans.com, NULL
30,Supercell, Clash of Clan, inbox.clashofclans.com, 13.33.174.50, 13.225.112.93, 54.192.175.18, 54.192.175.14
30,Supercell, Clash of Clan, event-assets.clashofclans.com, 13.33.174.27, 13.225.121.85
30,Supercell, Clash of Clan, gamea.clashofclans.com, 54.166.237.225, 34.203.218.157, 18.212.59.187, 35.170.56.255

# Clash Royale
30,Supercell, Clash Royale, *.clashroyale.com, NULL
30,Supercell, Clash Royale, inbox.clashroyale.com, 13.32.50.3, 18.65.202.2, 18.65.202.5, 18.65.202.120
30,Supercell, Clash Royale, inbox-production.esports.clashroyale.com, 18.65.168.23, 18.65.168.27, 18.65.168.56, 99.84.140.81, 99.84.140.4

# Hay Day
30,Supercell, Hay Day, *.haydaygame.com, NULL
30,Supercell, Hay Day, gamea.haydaygame.com, 34.205.69.135
30,Supercell, Hay Day, hayday.inbox.supercell.com, 13.35.49.23, 13.249.146.43
30,Supercell, Hay Day, game-assets.haydaygame.com, 65.9.42.21, 99.84.140.2

# Brawl Stars
30,Supercell, Brawl Stars, *.brawlstars.com, NULL
30,Supercell, Brawl Stars, inbox.brawlstars.com, 18.65.185.59, 18.65.185.72, 18.65.185.114, 99.84.140.2
30,Supercell, Brawl Stars, game-assets.brawlstarsgame.com, 18.65.216.80

# Diablo Immortal
30,Blizzard, Diablo Immortal, g67ena-*, NULL
30,Blizzard, Diablo Immortal, drpf-overseaua.proxima.nie.easebar.com, 54.253.4.238, 52.15.68.102, 13.115.207.236
30,Blizzard, Diablo Immortal, easebar.s.llnwi.net, 111.119.27.166, 111.119.27.78
30,Blizzard, Diablo Immortal, login.g67ena.easebar.com, 3.138.218.218, 3.16.20.222
30,Blizzard, Diablo Immortal, g67ena.appdump.nie.easebar.com, NULL
30,Blizzard, Diablo Immortal, g67ena.update.easebar.com, NULL
30,Blizzard, Diablo Immortal, g67ena.gdl.easebar.com, NULL
30,Blizzard, Diablo Immortal, g67ena-nlb-sigma01-easebar-sa-7f00ee6d1a6e94e5.elb.us-east-2.amazonaws.com, NULL
30,Blizzard, Diablo Immortal, g67ena-nlb-omega01-ohio-6c17fcff886d01ae.elb.us-east-2.amazonaws.com, 3.133.77.224
30,Blizzard, Diablo Immortal, g67ena-nlb-omega01-tokyo-b5251f28f193bd2a.elb.ap-northeast-1.amazonaws.com, 35.79.30.36
30,Blizzard, Diablo Immortal, g67ena-12.gph.easebar.com, NULL
30,Blizzard, Diablo Immortal, g67ena-13.gph.easebar.com, NULL
30,Blizzard, Diablo Immortal, g67ena-15.gph.easebar.com, NULL

# New State Mobile
30,KRAFTON (PUBG), New State Mobile, *.pubg-ns-gate.com, NULL
30,KRAFTON (PUBG), New State Mobile, *.enter-pubg-new-state.com, NULL
30,KRAFTON (PUBG), New State Mobile, api-a99cee34-08a5-4baa-903d-1e259ee8f6e9.sendbird.com, 122.248.196.16
30,KRAFTON (PUBG), New State Mobile, cdn.enter-pubg-new-state.com, 23.43.165.64, 23.43.165.35, 101.33.17.154, 150.109.207.116, 150.109.207.99
30,KRAFTON (PUBG), New State Mobile, country-code.pubg-ns-gate.com, 54.230.61.58, 18.65.168.106
30,KRAFTON (PUBG), New State Mobile, ebdsw.enter-pubg-new-state.com, 43.132.80.52
30,KRAFTON (PUBG), New State Mobile, event-img.enter-pubg-new-state.com, 23.43.165.43, 23.43.165.104, 101.33.17.154
30,KRAFTON (PUBG), New State Mobile, maintenance-prod-gate.pubg-ns-gate.com, 174.129.29.147, 52.86.26.224
30,KRAFTON (PUBG), New State Mobile, new-state.ovslegodl.sched.ovscdns.com, 150.109.207.99
30,KRAFTON (PUBG), New State Mobile, lobby.pubg-ns-gate.com, 52.3.128.184
30,KRAFTON (PUBG), New State Mobile, trace.pubg-ns-gate.com, 3.211.176.112
30,KRAFTON (PUBG), New State Mobile, video.enter-pubg-new-state.com, 23.43.165.34
30,KRAFTON (PUBG), New State Mobile, NULL, 23.216.159.16

# NBA LIVE Mobile
30,Electronic Arts, NBA LIVE Mobile, nm22-*, NULL
30,Electronic Arts, NBA LIVE Mobile, nm22.prod.fuel.ddns.ea.com, 54.83.185.6, 35.173.71.17
30,Electronic Arts, NBA LIVE Mobile, nm22-prod-public-48860753.us-east-1.elb.amazonaws.com, 35.173.71.17, 54.83.185.6

# Roblox
30,Roblox, Roblox, *.roblox.com, NULL
30,Roblox, Roblox, *.rbxcdn.com, NULL
30,Roblox, Roblox, accountsettings.roblox.com, 128.116.120.3
30,Roblox, Roblox, apis.rbxcdn.com, 23.61.252.139
30,Roblox, Roblox, apis.roblox.com, 128.116.120.4, 128.116.118.3
30,Roblox, Roblox, assetdelivery.roblox.com, 128.116.120.3
30,Roblox, Roblox, assetgame.roblox.com, 128.116.120.3
30,Roblox, Roblox, auth.roblox.com, 128.116.120.3
30,Roblox, Roblox, avatar.roblox.com, 128.116.120.3
30,Roblox, Roblox, badges.roblox.com, 128.116.120.3
30,Roblox, Roblox, clientsettings.roblox.com, 128.116.120.3
30,Roblox, Roblox, client-telemetry.roblox.com, 128.116.120.3
30,Roblox, Roblox, css.rbxcdn.com, 23.62.106.72
30,Roblox, Roblox, c3.rbxcdn.com, 205.185.216.10
30,Roblox, Roblox, economy.roblox.com, 128.116.120.3
30,Roblox, Roblox, ecsv2.roblox.com, 128.116.120.4
30,Roblox, Roblox, ephemeralcounters.api.roblox.com, 128.116.120.3
30,Roblox, Roblox, followings.roblox.com, 128.116.120.3
30,Roblox, Roblox, friends.roblox.com, 128.116.120.3
30,Roblox, Roblox (Adopt Me!), gamejoin.roblox.com, 128.116.120.3
30,Roblox, Roblox (Adopt Me!), gameinternationalization.roblox.com, 128.116.120.3
30,Roblox, Roblox (Adopt Me!), games.roblox.com, 128.116.120.3
30,Roblox, Roblox, images.rbxcdn.com, 23.62.106.65
30,Roblox, Roblox, js.rbxcdn.com, 23.62.106.35
30,Roblox, Roblox, locale.roblox.com, 128.116.120.3
30,Roblox, Roblox, metrics.roblox.com, 128.116.119.3
30,Roblox, Roblox, presence.roblox.com, 128.116.120.3
30,Roblox, Roblox, realtime.roblox.com, 128.116.120.3
30,Roblox, Roblox, roblox-api.arkoselabs.com, 104.18.42.229
30,Roblox, Roblox, thumbnails.roblox.com, 128.116.120.3
30,Roblox, Roblox, tr.rbxcdn.com, 23.192.45.90
30,Roblox, Roblox, users.roblox.com, 128.116.120.3
30,Roblox, Roblox, voice.roblox.com, 128.116.120.3
30,Roblox, Roblox, www.roblox.com, 128.116.120.3

# KartRider Rush+
30,Nexon, KartRider Rush+, ktmkr-*, NULL
30,Nexon, KartRider Rush+, kartm.dn.nexoncdn.co.kr, 23.43.165.74, 23.43.165.83, 23.43.165.88
30,Nexon, KartRider Rush+, ktmkr-timeattack-mov-1300776466.cos.ap-seoul.myqcloud.com, 119.28.148.150, 119.28.148.172
30,Nexon, KartRider Rush+, ktmkr-share-image-1300776466.cos.ap-seoul.myqcloud.com, 119.28.148.172

# DEEMO II
30,Rayark, DEEMO II, deemo2-*, NULL
30,Rayark, DEEMO II, cdn-aussetzen-deemo2.rayark.net, 34.95.112.246
30,Rayark, DEEMO II, deemo2.rayark.download, 35.244.210.45
30,Rayark, DEEMO II, deemo2-resource.rayark.download, 34.120.16.167
30,Rayark, DEEMO II, 2x0-api-deemo2.rayark.net, 34.95.112.246

# NBA NOW 23
30,Com2uS, NBA NOW 23, nss-*, NULL
30,Com2uS, NBA NOW 23, s-usc1b-nss-*, NULL
30,Com2uS, NBA NOW 23, s-usc1a-nss-*, NULL
30,Com2uS, NBA NOW 23, s-usc1f-nss-*, NULL
30,Com2uS, NBA NOW 23, nss-fn.qpyou.cn, 23.45.51.128
30,Com2uS, NBA NOW 23, nss.qpyou.cn, 35.241.33.45
30,Com2uS, NBA NOW 23, s-usc1b-nss-2139.firebaseio.com, 34.120.160.131
30,Com2uS, NBA NOW 23, s-usc1f-nss-2538.firebaseio.com, 34.120.160.131
30,Com2uS, NBA NOW 23, s-usc1a-nss-2039.firebaseio.com, 34.120.160.131
30,Com2uS, NBA NOW 23, s-usc1b-nss-2112.firebaseio.com, 34.120.160.131

# World of Tanks
30,Wargaming, World of Tanks, wotblitz-*, NULL
30,Wargaming, World of Tanks, *.wotb.app, NULL
30,Wargaming, World of Tanks, asia.wotblitz.com, 92.223.29.20
30,Wargaming, World of Tanks, cdn.static.wotb.app, 34.117.103.161
30,Wargaming, World of Tanks, dl-wotblitz-gc.wargaming.net, 92.223.95.95
30,Wargaming, World of Tanks, roaster.wotb.app, 34.120.204.93
30,Wargaming, World of Tanks, wotblitz-gc.gcdn.co, 92.223.95.95

# Minecraft
30,Mojang (Xbox Game Studios), Minecraft, *.minecraft-services.net, NULL
30,Mojang (Xbox Game Studios), Minecraft, *.minecraft.net, NULL
30,Mojang (Xbox Game Studios), Minecraft, authorization-secondary.franchise.minecraft-services.net, 13.107.246.49
30,Mojang (Xbox Game Studios), Minecraft, client.discovery.minecraft-services.net, 13.107.246.49
30,Mojang (Xbox Game Studios), Minecraft, client.support-files.minecraft-services.net, 13.107.246.49
30,Mojang (Xbox Game Studios), Minecraft, messaging.mktpl.minecraft-services.net, 13.107.246.49
30,Mojang (Xbox Game Studios), Minecraft, minecraftprod.rtep.msgamestudios.com, 40.122.249.123, 20.9.9.229, 40.86.127.82
30,Mojang (Xbox Game Studios), Minecraft, payments.realms.minecraft.net, 52.247.18.233
30,Mojang (Xbox Game Studios), Minecraft, persona.franchise.minecraft-services.net, 13.107.246.49
30,Mojang (Xbox Game Studios), Minecraft, pocket.realms.minecraft.net, 52.247.18.223
30,Mojang (Xbox Game Studios), Minecraft, store.mktpl.minecraft-services.netm, 13.107.246.49

# Apex Legends Mobile
30,Electronic Arts, Apex Legends Mobile, *.mgapex.com, NULL
30,Electronic Arts, Apex Legends Mobile, bugly-android.mgapex.com, 52.48.2.26
30,Electronic Arts, Apex Legends Mobile, cloudctrl.mgapex.com, 34.248.230.69
30,Electronic Arts, Apex Legends Mobile, file.mgapex.com, 96.16.99.204, 23.59.151.249, 23.206.175.155, 23.206.175.227, 23.200.75.29, 23.200.75.28
30,Electronic Arts, Apex Legends Mobile, itop.mgapex.com, 63.35.66.64, 34.250.194.169
30,Electronic Arts, Apex Legends Mobile, pay.mgapex.com, 54.229.254.151
30,Electronic Arts, Apex Legends Mobile, tab-mobile-cache-ireland.mgapex.com, 46.51.202.168, 54.154.190.40, 54.154.194.43
30,Electronic Arts, Apex Legends Mobile, tdm.mgapex.com, 54.220.99.191, 52.211.49.166
30,Electronic Arts, Apex Legends Mobile, tgpa.mgapex.com, 54.194.215.98
30,Electronic Arts, Apex Legends Mobile, tgpa.mgapex.com, 52.209.127.213
30,Electronic Arts, Apex Legends Mobile, rsd.mgapex.com, 23.200.75.29

# Cookie Run: Kingdom
30,Devsisters, Cookie Run: Kingdom, *.devsisters.cloud, NULL
30,Devsisters, Cookie Run: Kingdom, account.devplay.com, 3.33.232.224, 15.197.193.90
30,Devsisters, Cookie Run: Kingdom, dc-server.live.prod.devsjelly.cloud, 99.83.165.235
30,Devsisters, Cookie Run: Kingdom, game.devplay.com, 54.192.175.48, 13.225.121.89
30,Devsisters, Cookie Run: Kingdom, gateway.devsisters.cloud, 15.197.197.107
30,Devsisters, Cookie Run: Kingdom, logging.prod.devsisters.cloud, 54.168.167.150, 54.249.115.208, 13.230.199.76
30,Devsisters, Cookie Run: Kingdom, static.devscdn.com, 23.200.75.21, 23.200.75.27
30,Devsisters, Cookie Run: Kingdom, route.live.prod.devsjelly.cloud, 99.83.165.235
30,Devsisters, Cookie Run: Kingdom, NULL, 54.192.175.48, 13.225.121.89

# League of Legends: Wild Rift
30,Riot games, League of Legends: Wild Rift, wildrift-*, NULL
30,Riot games, League of Legends: Wild Rift, *.wr.pvp.net, NULL
30,Riot games, League of Legends: Wild Rift, astat.bugly.cros.wr.pvp.net, 170.106.135.32
30,Riot games, League of Legends: Wild Rift, cloudctrl.cros.wr.pvp.net, 49.51.177.11
30,Riot games, League of Legends: Wild Rift, msdk.cros.wr.pvp.net, 150.109.27.46
30,Riot games, League of Legends: Wild Rift, geoconfig.wr.pvp.net, 104.18.40.5
30,Riot games, League of Legends: Wild Rift, lgame-alpha-1300955520.file.myqcloud.com, 211.152.132.56, 211.152.132.85, 211.152.132.26, 211.152.132.109
30,Riot games, League of Legends: Wild Rift, lolstatic-a.akamaihd.net, 23.216.159.98
30,Riot games, League of Legends: Wild Rift, lol.secure.dyn.riotcdn.net, 8.255.193.252
30,Riot games, League of Legends: Wild Rift, tdm.prod01.row.cros.wr.pvp.net, 49.51.65.64, 49.51.185.200
30,Riot games, League of Legends: Wild Rift, tgpa.prod1.row.cros.wr.pvp.net, 101.32.106.191
30,Riot games, League of Legends: Wild Rift, wildrift.secure.dyn.riotcdn.net, 8.255.192.124
30,Riot games, League of Legends: Wild Rift, wildrift-na.akamaized.net, 23.216.159.144

# PUBG Mobile
30,Tencent Games, PUBG Mobile, battlegroundsmobile.kr, 54.230.167.65
30,Tencent Games, PUBG Mobile, file.igamecj.com, 43.155.149.19, 43.155.149.23, 43.155.149.22, 43.155.149.28, 211.152.132.56, 211.152.132.26, 211.152.132.109, 211.152.132.85
30,Tencent Games, PUBG Mobile, ig-us-notice.igamecj.com, 150.109.248.89
30,Tencent Games, PUBG Mobile, ig-us-sdkapi.igamecj.com, 150.109.248.89
30,Tencent Games, PUBG Mobile, pay.igamecj.com, 150.109.250.122
30,Tencent Games, PUBG Mobile, pubgmobile.helpshift.com, 34.226.145.22
30,Tencent Games, PUBG Mobile, pubgmpdrcdn.intlgame.com, 96.16.99.42
30,Tencent Games, PUBG Mobile, www.pubgmobile.com, 96.16.99.204

# Call of Duty: Mobile
30,Activision, Call of Duty: Mobile, codm-*, NULL
30,Activision, Call of Duty: Mobile, *.cmkrmobile.com, NULL
30,Activision, Call of Duty: Mobile, file.gcloud.cmkrmobile.com, 211.152.132.101, 211.152.132.17, 211.152.132.73
30,Activision, Call of Duty: Mobile, codm-kr-cos-1259490257.cos.ap-seoul.myqcloud.com, 119.28.148.128, 119.28.148.150

# Pokémon Unite
30,The Pokémon Company, Pokémon Unite, *.pokemon-unitepgame.com, NULL
30,The Pokémon Company, Pokémon Unite, pokemon-webapi.appspot.com, 142.250.207.52
30,The Pokémon Company, Pokémon Unite, image.pokemon-unitepgame.com, 43.155.149.23, 43.155.149.28
30,The Pokémon Company, Pokémon Unite, gcloud.pokemon-unitepgame.com, 43.155.149.23

# Pokémon GO (retry needed)
30,Niantic, Pokémon GO, pgorelease-assets.nianticstatic.com, 35.190.69.207
30,Niantic, Pokémon GO, platform-account-assets.nianticlabs.com, 34.110.167.47
30,Niantic, Pokémon GO, niantic.helpshift.com, 52.86.16.40

# Genshin Impact
30,miHoYo, Genshin Impact, *.yuanshen.com, NULL
30,miHoYo, Genshin Impact, *.hoyoverse.com, NULL
30,miHoYo, Genshin Impact, autopatchhk.yuanshen.com, 34.149.5.86
30,miHoYo, Genshin Impact, dispatchosglobal.yuanshen.com, 172.65.240.113
30,miHoYo, Genshin Impact, hk4e-sdk-os.hoyoverse.com, 54.230.167.26, 54.230.167.116
30,miHoYo, Genshin Impact, hk4e-sdk-os-static.hoyoverse.com, 163.181.22.225
30,miHoYo, Genshin Impact, hk4e-sdk-os-static.hoyoverse.com.w.kunlunsl.com, 163.181.22.225
30,miHoYo, Genshin Impact, log-upload-os.hoyoverse.com, 54.230.167.27, 13.225.121.53, 54.230.167.11, 54.230.167.125, 54.230.167.2, 8.217.23.31
30,miHoYo, Genshin Impact, minor-api-os.hoyoverse.com, 47.242.34.135
30,miHoYo, Genshin Impact, osusadispatch.yuanshen.com, 104.18.11.16, 104.18.10.16
30,miHoYo, Genshin Impact, overseauspider.yuanshen.com, 8.210.121.40, 8.210.157.236, 8.217.23.31, 8.210.108.147
30,miHoYo, Genshin Impact, sdk.hoyoverse.com, 13.225.112.79, 13.225.112.18
30,miHoYo, Genshin Impact, sdk-os-static.hoyoverse.com, 47.246.29.180
30,miHoYo, Genshin Impact, sdk-os-static.hoyoverse.com.a.lahuashanbx.com, 47.246.29.180
30,miHoYo, Genshin Impact, sg-hk4e-api.hoyoverse.com, 54.192.175.75, 54.192.175.24, 54.230.61.13
30,miHoYo, Genshin Impact, sg-hk4e-api-static.hoyoverse.com, 54.192.175.118, 54.192.175.60
30,miHoYo, Genshin Impact, webstatic.hoyoverse.com, 54.230.61.56, 54.230.61.66

# Cover Fire
30,VIVA STUDIOS, Cover Fire, coverfire.s3.dualstack.us-east-1.amazonaws.com, 52.217.92.216, 52.217.229.146, 52.216.146.198, 52.217.106.192, 52.217.193.194

# Modern Combat
30,Gameloft, Modern Combat, etsv2.gameloft.com, 52.54.189.240
30,Gameloft, Modern Combat, mt2p.www.vivox.com, 74.201.106.168
30,Gameloft, Modern Combat, vgold-eur.gameloft.com, 208.71.185.241
30,Gameloft, Modern Combat, 201205igp.gameloft.com, 208.71.185.246

# The Wolf
30,Swift Apps Sp z o.o., The Wolf, rest.wolf.ragequitservices.com, 35.224.219.147
30,Swift Apps Sp z o.o., The Wolf, cdn.wolf-2.ragequitservices.com, 89.187.160.28
30,Swift Apps Sp z o.o., The Wolf, api.wolf.ragequitservices.com, 146.148.89.183

# 컴투스프로야구2022
30,Com2uS, 컴투스프로야구2022, cpb2015-*, NULL
30,Com2uS, 컴투스프로야구2022, cpb2015-h.com2us.net, 117.52.25.6
30,Com2uS, 컴투스프로야구2022, cpb2015-fn.qpyou.cn, 23.209.45.50, 23.209.45.74
30,Com2uS, 컴투스프로야구2022, cpb2015-frontend.qpyou.cn, NULL

# MLB Perfect Inning 2022
30,Com2uS, MLB Perfect Inning 2022, mlb2-*, NULL
30,Com2uS, MLB Perfect Inning 2022, mlb2-fn.qpyou.cn, 23.209.45.73
30,Com2uS, MLB Perfect Inning 2022, mlbpi.qpyou.cn, NULL

# FIFA ONLINE 4 M
30,Nexon, FIFA ONLINE 4 M, fo4-*, NULL
30,Nexon, FIFA ONLINE 4 M, fo4m-*, NULL
30,Nexon, FIFA ONLINE 4 M, fo4m.dn.nexoncdn.co.kr, 23.59.252.187
30,Nexon, FIFA ONLINE 4 M, fo4.dn.nexoncdn.co.kr, 23.67.53.154, 23.67.53.138, 23.53.228.19, 182.162.14.41, 221.168.66.99
30,Nexon, FIFA ONLINE 4 M, fo4m-gw.nexon.com, 183.110.1.196
30,Nexon, FIFA ONLINE 4 M, fo4m.dn.nexoncdn.co.kr, 23.33.33.56, 23.67.53.153, 54.230.167.99
30,Nexon, FIFA ONLINE 4 M, fo4news.dn.nexoncdn.co.kr, 183.110.66.34
30,Nexon, FIFA ONLINE 4 M, fo4news.nexon.com, 183.110.1.209
30,Nexon, FIFA ONLINE 4 M, fo4-log.nexon.com, 183.110.1.199
30,Nexon, FIFA ONLINE 4 M, fo4-staticdata.nexon.com, 183.110.1.200

# FIFA Mobile
30,Nexon, FIFA Mobile, fmk-*, NULL
30,Nexon, FIFA Mobile, fmk-game.nexon.com, 3.37.67.217
30,Nexon, FIFA Mobile, fmk-hygeia.nexon.com, 43.200.123.201
30,Nexon, FIFA Mobile, fmk-perrier.nexon.com, 43.200.128.134, 54.180.167.246
30,Nexon, FIFA Mobile, mfmk.dn.nexoncdn.co.kr, 23.43.165.32, 54.192.175.38

# HIT 2
30,Nexon, HIT 2, hit2-*, NULL
30,Nexon, HIT 2, hit2.dn.nexoncdn.co.kr, 110.45.216.89, 110.45.217.95, 114.108.156.79, 114.108.156.80, 114.108.156.88, 114.108.157.72, 114.108.157.90, 114.108.158.159, 114.108.158.161, 114.108.158.162, 182.162.14.41, 182.162.14.42, 182.162.14.43, 182.162.15.35, 182.162.15.37, 183.110.27.27, 183.110.27.61, 183.110.27.125, 183.110.27.221, 183.110.28.125, 183.110.28.188, 183.110.28.189, 183.110.66.2, 183.110.66.3, 183.110.66.99, 183.110.66.130, 183.110.66.34, 183.110.66.35, 183.110.66.66, 183.110.66.162, 183.110.66.163, 183.110.66.195, 183.111.45.124, 183.111.45.29, 183.111.45.93, 221.168.66.2, 221.168.66.3, 221.168.66.35, 221.168.66.67, 221.168.66.99
30,Nexon, HIT 2, hit2m.bd-31.ktcdn.co.kr, 183.110.27.27
30,Nexon, HIT 2, hit2m.bd-61.ktcdn.co.kr, 183.110.66.162
30,Nexon, HIT 2, hit2m.lgucdn.com, 110.45.216.89, 114.108.156.79, 114.108.157.90, 182.162.14.43
30,Nexon, HIT 2, hit2-p-gw.nexon.com, NULL

# Odin: Valhalla Rising (retry needed)
30,Kakao Games, Odin: Valhalla Rising, accounts-ec2avpvy.kgslb.com, 211.231.99.67

# GUNS UP! Mobile
30,NHN, GUNS UP! Mobile, gslb-gamebase-lh.cloud.toast.com, 43.227.116.95
30,NHN, GUNS UP! Mobile, gum.gslb.toastoven.net, 23.200.75.114
30,NHN, GUNS UP! Mobile, real-gum-game01.hangame.com, 115.88.123.76

# 탕탕특공대
30,HABBY PTE. LTD., 탕탕특공대, *.survivorio.com, NULL
30,HABBY PTE. LTD., 탕탕특공대, mail.survivorio.com, 54.192.175.82, 54.192.175.117, 143.204.86.10, 143.204.86.23
30,HABBY PTE. LTD., 탕탕특공대, dataupdate.survivorio.com, 54.192.175.45
30,HABBY PTE. LTD., 탕탕특공대, prod-game.survivorio.com, 54.230.167.38, 54.230.167.97, 143.204.126.120

# Blue Archive
30,Nexon, Blue Archive, ba.dn.nexoncdn.co.kr, 23.43.165.19, 23.43.165.26, 23.43.165.57
30,Nexon, Blue Archive, nxm-kr-bagl.nexon.com, 3.38.59.102
30,Nexon, Blue Archive, bagl-prd-kr-pub-lb-1372170582.ap-northeast-2.elb.a, 3.38.59.102

# Lineage W
30,NCSOFT, Lineage W, lw-*, NULL
30,NCSOFT, Lineage W, lw-lobby.mg.nc.com, NULL
30,NCSOFT, Lineage W, lw-world-s210.mg.nc.com, 52.79.128.148
30,NCSOFT, Lineage W, mgs-lw.ncupdate.com, NULL
30,NCSOFT, Lineage W, mgs-lw.ncupdate.com.service3.gscdn.net, NULL
30,NCSOFT, Lineage W, qos-api.g.nc.com, 216.107.244.65

# Lineage M
30,NCSOFT, Lineage M, linm-*, NULL
30,NCSOFT, Lineage M, cli-lms.kr.nc.com, 112.175.209.96
30,NCSOFT, Lineage M, mkr-linm.ncupdate.com, 1.255.60.10, 61.74.67.79, 210.94.120.205, 211.110.15.206, 211.110.86.7
30,NCSOFT, Lineage M, linm-lobby.mg.nc.com, NULL

# Lineage 2M
30,NCSOFT, Lineage 2M, l2m-*, NULL
30,NCSOFT, Lineage 2M, mkr-l2m.ncupdate.com, 110.45.216.206, 110.45.217.197, 114.108.156.199, 114.108.156.200, 114.108.158.198, 116.120.4.218, 117.52.178.67, 211.47.29.2, 211.109.1.143, 211.109.1.144
30,NCSOFT, Lineage 2M, mkr-l2m.ncupdate.com.service1.gscdn.net, NULL
30,NCSOFT, Lineage 2M, l2m-ncupdate.cache.cdn.cloudn.co.kr, NULL

# Asphalt 9: Legends
30,Gameloft, Asphalt 9: Legends, *.a9.gold0010.gameloft.com, NULL
30,Gameloft, Asphalt 9: Legends, asa-anubisfinder.gameloft.com, 208.71.185.243
